Chapter ID,Book Name,Chapter,Text
1129,Titus,1,Paul servant God apostle Jesus Christ according faith God elect knowledge truth is according godliness hope eternal life God not lie promised times eternal own seasons manifested word message wherewith was intrusted according commandment God Saviour Titus true child common faith Grace peace God Father Christ Jesus Saviour For cause left thee Crete thou shouldest set order things were wanting appoint elders city gave thee charge man is blameless husband one wife having children believe are not accused riot unruly For bishop be blameless God steward not self willed not soon angry brawler striker not greedy filthy lucre given hospitality lover good sober minded just holy self controlled holding faithful word is according teaching be able exhort sound doctrine convict gainsayers For are many unruly men vain talkers deceivers specially circumcision mouths be stopped men overthrow whole houses teaching things not filthy lucre sake One prophet own said are always liars evil beasts idle gluttons This testimony is true cause reprove sharply be sound faith not giving heed Jewish fables commandments men turn away truth To pure things are pure are defiled unbelieving nothing is pure mind conscience are defiled They profess know God works deny being abominable disobedient unto good work reprobate 
1130,Titus,2,speak things befit sound doctrine aged men be temperate grave sober minded sound faith love patience aged women likewise be reverent demeanor not slanderers enslaved much wine teachers is good train young women love husbands love children   be   sober minded chaste workers home kind being subjection own husbands word God be not blasphemed younger men likewise exhort be sober minded things showing ensample good works thy doctrine   showing   uncorruptness gravity sound speech not be condemned is contrary part be ashamed having evil thing say   Exhort   servants be subjection own masters     be well pleasing     things not gainsaying not purloining showing good fidelity adorn doctrine God Saviour things For grace God hath appeared bringing salvation men instructing intent denying ungodliness worldly lusts live soberly righteously godly present world looking blessed hope appearing glory great God Saviour Jesus Christ gave redeem iniquity purify unto people own possession zealous good works These things speak exhort reprove authority Let man despise thee 
1131,Titus,3,Put mind be subjection rulers authorities be obedient be ready unto good work speak evil man not be contentious be gentle showing meekness men For also once were foolish disobedient deceived serving divers lusts pleasures living malice envy hateful hating one another But kindness God Saviour love man appeared not works   done   righteousness did according mercy saved washing regeneration renewing Holy Spirit poured richly Jesus Christ Saviour being justified grace be made heirs according hope eternal life Faithful is saying concerning things desire thou affirm confidently end have believed God be careful maintain good works things are good profitable unto men shun foolish questionings genealogies strifes fightings law are unprofitable vain A factious man first second admonition refuse knowing one is perverted sinneth being self condemned When send Artemas unto thee Tychicus give diligence come Nicopolis have determined winter Set forward Zenas lawyer Apollos journey diligently nothing be wanting unto them And let   people   also learn maintain good works necessary uses be not unfruitful All are salute thee Salute love faith Grace be 
1132,Philemon,1,Paul prisoner Christ Jesus Timothy brother Philemon beloved fellow worker Apphia sister Archippus fellow soldier church thy house Grace peace God Father Lord Jesus Christ I thank God always making mention thee prayers hearing thy love faith thou hast Lord Jesus saints fellowship thy faith become effectual knowledge good thing is Christ For had much joy comfort thy love hearts saints have been refreshed thee brother Wherefore have boldness Christ enjoin thee is befitting yet love sake rather beseech being such one Paul aged now prisoner also Christ Jesus beseech thee child have begotten bonds Onesimus once was unprofitable thee now is profitable thee have sent back thee own person is very heart fain have kept thy behalf minister unto bonds gospel thy mind do nothing thy goodness not be necessity free will For perhaps was therefore parted   thee   season thou shouldest have ever no longer servant more servant brother beloved specially much rather thee flesh Lord If then thou countest partner receive myself But hath wronged thee   thee   aught put mine account Paul write mine own hand repay say not unto thee thou owest even thine own self besides Yea brother let have joy thee Lord refresh heart Christ Having confidence thine obedience write unto thee knowing thou wilt do even say But withal prepare also lodging hope prayers be granted unto you Epaphras fellow prisoner Christ Jesus saluteth thee so do   Mark Aristarchus Demas Luke fellow workers The grace Lord Jesus Christ be spirit Amen God having old time spoken fathers prophets divers portions divers manners hath end days spoken unto     Son appointed heir things also made worlds being effulgence glory very image substance upholding things word power had made purification sins sat down right hand Majesty high having become so much better angels hath inherited more excellent name they For unto angels said time Thou art Son day have begotten thee again be Father be Son again bringeth firstborn world saith let angels God worship him And angels saith maketh angels winds ministers flame fire Son   saith   Thy throne O God is ever ever sceptre uprightness is sceptre thy kingdom Thou hast loved righteousness hated iniquity Therefore God thy God hath anointed thee oil gladness thy fellows And Thou Lord beginning didst lay foundation earth heavens are works thy hands perish thou continuest wax old doth garment mantle shalt thou roll garment be changed thou art same thy years not fail But angels hath said time Sit thou right hand Till make thine enemies footstool thy feet Are not ministering spirits sent forth do service sake inherit salvation 
1133,Hebrews,2,give more earnest heed things were heard lest haply drift away      For word spoken angels proved stedfast transgression disobedience received just recompense reward escape neglect so great salvation having first been spoken Lord was confirmed heard God also bearing witness signs wonders manifold powers gifts Holy Spirit according own will For not unto angels did subject world come speak But one hath somewhere testified saying is man thou art mindful son man thou Thou madest little lower angels Thou crownedst glory honor didst set works thy hands Thou didst put things subjection feet subjected things left nothing is not subject now see not yet things subjected him But behold hath been made little lower angels   even   Jesus suffering death crowned glory honor grace God taste death   man    For became are things are things bringing many sons unto glory make author salvation perfect sufferings For sanctifieth are sanctified are one cause is not ashamed call brethren saying declare thy name brethren midst congregation sing thy praise And again put trust again Behold children God hath given me Since then children are sharers flesh blood also manner partook same death bring nought had power death is devil deliver fear death were lifetime subject bondage For verily not angels doth give help giveth help seed Abraham Wherefore behooved things be made brethren become merciful faithful high priest things pertaining God make propitiation sins people For hath suffered being tempted is able succor are tempted 
1134,Hebrews,3,Wherefore holy brethren partakers heavenly calling consider Apostle High Priest confession   even   Jesus was faithful appointed also was Moses house For hath been counted worthy more glory Moses so much built house hath more honor house For house is builded one built things is God And Moses indeed was faithful house servant testimony things were afterward be spoken Christ son house house are hold fast boldness glorying hope firm end Wherefore even Holy Spirit saith To day ye hear voice Harden not hearts provocation day trial wilderness fathers tried   proving saw works forty years Wherefore was displeased generation said do always err heart did not know ways sware wrath not enter rest Take heed brethren lest haply be one evil heart unbelief falling away living God exhort one day day so long is called To day lest one be hardened deceitfulness sin are become partakers Christ hold fast beginning confidence firm end is said To day ye hear voice Harden not hearts provocation For heard did provoke nay did not came Egypt Moses was displeased forty years was not sinned bodies fell wilderness sware not enter rest were disobedient see were not able enter unbelief 
1135,Hebrews,4,Let fear therefore lest haply promise being left entering rest one seem have come short it For indeed have had good tidings preached even also word hearing did not profit was not united faith heard For have believed do enter rest even hath said sware wrath not enter rest works were finished foundation world For hath said somewhere seventh   day   wise God rested seventh day works   place   again not enter rest Seeing remaineth enter thereinto good tidings were preached failed enter disobedience again defineth certain day To day saying David so long time afterward even hath been said To day ye hear voice Harden not hearts For Joshua had given rest not have spoken afterward day There remaineth sabbath rest people God For is entered rest hath also rested works God did his Let therefore give diligence enter rest man fall same example disobedience For word God is living active sharper two edged sword piercing even dividing soul spirit joints marrow quick discern thoughts intents heart And is creature is not manifest sight things are naked laid open eyes have do Having then great high priest hath passed heavens Jesus Son God let hold fast confession For have not high priest not be touched feeling infirmities one hath been points tempted   are yet   sin Let therefore draw boldness throne grace receive mercy find grace help     time need 
1136,Hebrews,5,high priest being taken men is appointed men things pertaining God offer gifts sacrifices sins bear gently ignorant erring also is compassed infirmity reason thereof is bound people so also offer sins And man taketh honor unto is called God even was Aaron So Christ also glorified not be made high priest spake unto Thou art Son day have begotten thee saith also   place   Thou art priest ever order Melchizedek Who days flesh having offered prayers supplications strong crying tears unto was able save death having been heard godly fear   was Son yet learned obedience things suffered having been made perfect became unto obey author eternal salvation named God high priest order Melchizedek Of have many things say hard interpretation seeing ye are become dull hearing For reason time ye be teachers ye have need again one teach rudiments first principles oracles God are become such have need milk not solid food For one partaketh milk is experience word righteousness is babe But solid food is fullgrown men   even   reason use have senses exercised discern good evil 
1137,Hebrews,6,leaving doctrine first principles Christ let press unto perfection not laying again foundation repentance dead works faith God teaching baptisms laying hands resurrection dead eternal judgment And do God permit For touching were once enlightened tasted heavenly gift were made partakers Holy Spirit tasted good word God powers age come   then   fell away is impossible renew again unto repentance seeing crucify Son God afresh put open shame For land hath drunk rain cometh oft bringeth forth herbs meet sake is also tilled receiveth blessing God beareth thorns thistles is rejected nigh curse end is be burned But beloved are persuaded better things things accompany salvation thus speak God is not unrighteous forget work love ye showed name ye ministered saints still do minister And desire one show same diligence fulness hope even end ye be not sluggish imitators faith patience inherit promises For God made promise Abraham swear none greater sware saying Surely blessing bless thee multiplying multiply thee And thus having patiently endured obtained promise For men swear greater dispute theirs oath is final confirmation Wherein God being minded show more abundantly heirs promise immutability counsel interposed oath two immutable things is impossible God lie have strong encouragement have fled refuge lay hold hope set have anchor soul   hope sure stedfast entering is veil forerunner Jesus entered having become high priest ever order Melchizedek 
1138,Hebrews,7,Melchizedek king Salem priest God Most High met Abraham returning slaughter kings blessed also Abraham divided tenth part being first interpretation King righteousness then also King Salem is King peace father mother genealogy having beginning days end life made Son God abideth priest continually Now consider great man was unto Abraham patriarch gave tenth chief spoils And indeed sons Levi receive priest office have commandment take tithes people according law is brethren have come loins Abraham genealogy is not counted hath taken tithes Abraham hath blessed hath promises But dispute less is blessed better And here men die receive tithes one is witnessed liveth And say Abraham even Levi receiveth tithes hath paid tithes was yet loins father Melchizedek met him Now was perfection Levitical priesthood hath people received law further need   was there   priest arise order Melchizedek not be reckoned order Aaron priesthood being changed is made necessity change also law For things are said belongeth tribe man hath given attendance altar For is evident Lord hath sprung Judah tribe Moses spake nothing concerning priests And   say is yet more abundantly evident likeness Melchizedek ariseth priest hath been made not law carnal commandment power endless life is witnessed     Thou art priest ever order Melchizedek For is disannulling foregoing commandment weakness unprofitableness law made nothing perfect bringing thereupon better hope draw nigh unto God And inasmuch   is   not taking oath indeed have been made priests oath oath saith Lord sware not repent Thou art priest ever so much also hath Jesus become surety better covenant And indeed have been made priests many number death are hindered continuing abideth ever hath priesthood unchangeable Wherefore also is able save uttermost draw unto God seeing ever liveth make intercession them For high priest became holy guileless undefiled separated sinners made higher heavens needeth not daily high priests offer sacrifices first own sins then   sins   people did once offered law appointeth men high priests having infirmity word oath was law   appointeth   Son perfected evermore 
1139,Hebrews,8,Now things are saying chief point   is   have high priest sat down right hand throne Majesty heavens minister sanctuary true tabernacle Lord pitched not man For high priest is appointed offer gifts sacrifices wherefore is necessary   high priest   also have somewhat offer Now were earth not be priest seeing are offer gifts according law serve   is copy shadow heavenly things even Moses is warned   God   is make tabernacle See saith thou make things according pattern was showed thee mount But now hath obtained ministry more excellent so much is also mediator better covenant hath been enacted better promises For first   covenant   had been faultless then no place have been sought second For finding fault saith Behold days come saith Lord make new covenant house Israel house Judah Not according covenant made fathers day took hand lead forth land Egypt continued not covenant regarded not saith Lord For is covenant make house Israel days saith Lord put laws mind heart also write be God be people not teach man fellow citizen man brother saying Know Lord know least greatest them For be merciful iniquities sins remember more In saith new   covenant   hath made first old is becoming old waxeth aged is nigh vanishing away 
1140,Hebrews,9,Now even first   covenant   had ordinances divine service sanctuary   sanctuary   world For was tabernacle prepared first wherein   were candlestick table showbread is called Holy place And second veil tabernacle is called Holy holies having golden altar incense ark covenant overlaid round gold   was   golden pot holding manna Aaron rod budded tables covenant cherubim glory overshadowing mercy seat things not now speak severally Now things having been thus prepared priests go continually first tabernacle accomplishing services second high priest alone once year not blood offereth errors people Holy Spirit signifying way holy place hath not yet been made manifest first tabernacle is yet standing   is figure time present according are offered gifts sacrifices not touching conscience make worshipper perfect   being   only meats drinks divers washings carnal ordinances imposed time reformation But Christ having come high priest good things come greater more perfect tabernacle not made hands is say not creation yet blood goats calves own blood entered once holy place having obtained eternal redemption For blood goats bulls ashes heifer sprinkling have been defiled sanctify cleanness flesh much more blood Christ eternal Spirit offered blemish unto God cleanse conscience dead works serve living God cause is mediator new covenant death having taken place redemption transgressions were first covenant have been called receive promise eternal inheritance For testament is necessity be death made it For testament is force hath been death doth never avail made liveth Wherefore even first   covenant   hath not been dedicated blood For commandment had been spoken Moses people according law took blood calves goats water scarlet wool hyssop sprinkled book people saying is blood covenant God commanded you ward Moreover tabernacle vessels ministry sprinkled like manner blood And according law almost say things are cleansed blood apart shedding blood is remission It was necessary therefore copies things heavens be cleansed heavenly things better sacrifices these For Christ entered not holy place made hands pattern true heaven now appear face God yet offer often high priest entereth holy place year year blood not own else often have suffered foundation world now once end ages hath been manifested put sin sacrifice himself And inasmuch is appointed unto men once die   cometh   judgment Christ also having been once offered bear sins many appear second time apart sin wait unto salvation 
1141,Hebrews,10,law having shadow good   things   come not very image things never same sacrifices year year offer continually make perfect draw nigh Else not have ceased be offered worshippers having been once cleansed have had more consciousness sins But   sacrifices   is remembrance made sins year year For is impossible blood bulls goats take sins Wherefore cometh world saith Sacrifice offering thou wouldest not body didst thou prepare whole burnt offerings   sacrifices   sin thou hadst pleasure Then said Lo am come roll book is written do thy O God Saying offerings whole burnt offerings   sacrifices   sin thou wouldest not hadst pleasure therein are offered according law then hath said Lo am come do thy taketh away first establish second By have been sanctified offering body Jesus Christ once all And priest indeed standeth day day ministering offering oftentimes same sacrifices never take sins had offered one sacrifice sins ever sat down right hand God henceforth expecting till enemies be made footstool feet For one offering hath perfected ever are Holy Spirit also beareth witness hath said is covenant make days saith Lord put laws heart mind also write then saith   sins iniquities remember more Now remission is is more offering sin Having therefore brethren boldness enter holy place blood Jesus way dedicated new living way veil is say flesh   having great priest house God let draw true heart fulness faith having hearts sprinkled evil conscience having body washed pure water let hold fast confession hope waver not is faithful promised let consider one provoke unto love good works not forsaking own assembling together custom is exhorting   one   so much more ye see day drawing nigh For sin wilfully have received knowledge truth remaineth more sacrifice sins certain fearful expectation judgment fierceness fire devour adversaries A man hath set nought Moses law dieth compassion word   two three witnesses much sorer punishment think ye be judged worthy hath trodden foot Son God hath counted blood covenant wherewith was sanctified unholy thing hath done Spirit grace know said Vengeance belongeth recompense again Lord judge people It is fearful thing fall hands living God But call remembrance former days ye were enlightened ye endured great conflict sufferings partly being made gazingstock reproaches afflictions partly becoming partakers were so used For ye had compassion were bonds took joyfully spoiling possessions knowing ye have yourselves better possession abiding one Cast not away therefore boldness hath great recompense reward For ye have need patience having done God ye receive promise For yet very little while cometh come not tarry But righteous one live faith shrink back soul hath pleasure him But are not shrink back unto perdition have faith saving soul 
1142,Hebrews,11,Now is assurance   things   hoped conviction things not seen For elders had witness borne them By faith understand worlds have been framed word God is seen hath not been made things appear By faith Abel offered unto God more excellent sacrifice Cain had witness borne was righteous God bearing witness respect gifts being dead yet speaketh By faith Enoch was translated not see death was not found God translated hath had witness borne translation had been well pleasing unto God faith is impossible be well pleasing     cometh God believe is     is rewarder seek him By faith Noah being warned   God   concerning things not seen yet moved godly fear prepared ark saving house condemned world became heir righteousness is according faith By faith Abraham was called obeyed go place was receive inheritance went not knowing whither went By faith became sojourner land promise   land   not own dwelling tents Isaac Jacob heirs same promise looked city hath foundations builder maker is God By faith even Sarah received power conceive seed was past age counted faithful had promised wherefore also sprang one as good dead   so many stars heaven multitude sand is sea shore innumerable These died faith not having received promises having seen greeted afar having confessed were strangers pilgrims earth For say such things make manifest are seeking country own And indeed had been mindful   country   went have had opportunity return But now desire better   country   is heavenly wherefore God is not ashamed be called God hath prepared city By faith Abraham being tried offered Isaac yea had gladly received promises was offering only begotten   son     even   was said Isaac thy seed be called accounting God   is   able raise even dead whence did also figure receive back By faith Isaac blessed Jacob Esau even concerning things come By faith Jacob was dying blessed sons Joseph worshipped leaning   top staff By faith Joseph end was nigh made mention departure children Israel gave commandment concerning bones By faith Moses was born was hid three months parents saw was goodly child were not afraid king commandment By faith Moses was grown refused be called son Pharaoh daughter choosing rather share ill treatment people God enjoy pleasures sin season accounting reproach Christ greater riches treasures Egypt looked recompense reward By faith forsook Egypt not fearing wrath king endured seeing is invisible By faith kept passover sprinkling blood destroyer firstborn not touch them By faith passed Red sea dry land assaying do were swallowed up By faith walls Jericho fell down had been compassed seven days By faith Rahab harlot perished not were disobedient having received spies peace And more say time fail tell Gideon Barak Samson Jephthah David Samuel prophets faith subdued kingdoms wrought righteousness obtained promises stopped mouths lions quenched power fire escaped edge sword weakness were made strong waxed mighty war turned flight armies aliens Women received dead resurrection others were tortured not accepting deliverance obtain better resurrection others had trial mockings scourgings yea moreover bonds imprisonment were stoned were sawn asunder were tempted were slain sword went sheepskins goatskins being destitute afflicted ill treated world was not worthy wandering deserts mountains caves holes earth And having had witness borne faith received not promise God having provided better thing concerning apart not be made perfect 
1143,Hebrews,12,Therefore let also seeing are compassed so great cloud witnesses lay aside weight sin doth so easily beset let run patience race is set looking unto Jesus author perfecter     faith joy was set endured cross despising shame hath sat down right hand throne God For consider hath endured such gainsaying sinners ye wax not weary fainting souls Ye have not yet resisted unto blood striving sin ye have forgotten exhortation reasoneth sons My son regard not lightly chastening Lord Nor faint thou art reproved Lord loveth chasteneth scourgeth son receiveth It is chastening ye endure God dealeth sons son is there     father chasteneth not ye are chastening whereof have been made partakers then are ye bastards not sons Furthermore had fathers flesh chasten gave reverence not much rather be subjection Father spirits live indeed few days chastened     seemed good     profit     be partakers holiness All chastening seemeth present be not joyous grievous yet yieldeth peaceable fruit have been exercised thereby   even fruit   righteousness Wherefore lift hands hang down palsied knees make straight paths feet is lame be not turned way rather be healed Follow peace men sanctification man see Lord looking carefully lest   there be   man falleth short grace God lest root bitterness springing trouble   thereby many be defiled lest   there be   fornicator profane person Esau one mess meat sold own birthright For ye know even afterward desired inherit blessing was rejected found place change mind   father   sought diligently tears For ye are not come unto mount   be touched burned fire unto blackness darkness tempest sound trumpet voice words   voice   heard entreated word more be spoken unto not endure was enjoined even beast mountain be stoned so fearful was appearance     Moses said exceedingly fear quake ye are come unto mount Zion city living God heavenly Jerusalem innumerable hosts angels general assembly church firstborn are enrolled heaven God Judge spirits just men made perfect Jesus mediator new covenant blood sprinkling speaketh better     Abel See ye refuse not speaketh escaped not refused warned     earth much more   not     escape   turn away   warneth   heaven voice then shook earth now promised saying once more make tremble not earth only also heaven And   word   once more signifieth removing things are shaken things have been made things are not shaken remain Wherefore receiving kingdom not be shaken let have grace offer service well pleasing God reverence awe God is consuming fire 
1144,Hebrews,13,Let love brethren continue Forget not show love unto strangers thereby have entertained angels unawares Remember are bonds bound are ill treated being yourselves also body   Let   marriage   be   had honor   let   bed   be   undefiled fornicators adulterers God judge Be ye free love money content such things ye have hath said wise fail thee wise forsake thee So good courage say Lord is helper not fear man do Remember had rule men spake word God considering issue life imitate faith Jesus Christ   is   same yesterday to day   yea   ever Be not carried away divers strange teachings is good heart be established grace not meats wherein occupied were not profited We have altar have right eat serve tabernacle For bodies beasts blood is brought holy place high priest   offering   sin are burned camp Wherefore Jesus also sanctify people own blood suffered gate Let therefore go forth camp bearing reproach For have not here abiding city seek city   is come Through then let offer sacrifice praise God continually is fruit lips make confession name But do good communicate forget not such sacrifices God is well pleased Obey have rule submit     watch behalf souls give account do joy not grief   were   unprofitable you Pray are persuaded have good conscience desiring live honorably things And exhort   more exceedingly do be restored sooner Now God peace brought again dead great shepherd sheep blood eternal covenant   even   Lord Jesus make perfect good thing do working is well pleasing sight Jesus Christ   be   glory ever ever Amen But exhort brethren bear word exhortation have written few words Know ye brother Timothy hath been set liberty come shortly see you Salute have rule saints Italy salute you Grace be Amen 
1145,James,1,James servant God Lord Jesus Christ twelve tribes are Dispersion greeting Count joy brethren ye fall manifold temptations Knowing proving faith worketh patience And let patience have     perfect work ye be perfect entire lacking nothing But lacketh wisdom let ask God giveth liberally upbraideth not be given him But let ask faith nothing doubting doubteth is surge sea driven wind tossed For let not man think receive anything Lord doubleminded man unstable ways But let brother low degree glory high estate rich is made low because flower grass pass sun ariseth scorching wind withereth grass flower thereof falleth grace fashion perisheth so also rich man fade goings Blessed is man endureth temptation hath been approved receive crown life   Lord   promised love him Let man say is tempted am tempted God God not be tempted evil tempteth man man is tempted is drawn away own lust enticed Then lust hath conceived beareth sin sin is fullgrown bringeth forth death Be not deceived beloved brethren Every good gift perfect gift is coming Father lights be variation shadow is cast turning Of own brought forth word truth be kind firstfruits creatures Ye know     beloved brethren let man be swift hear slow speak slow wrath wrath man worketh not righteousness God Wherefore putting away filthiness overflowing wickedness receive implanted word is able save souls But be ye doers word not hearers only deluding own selves For one is hearer word not doer is man beholding natural face mirror beholdeth goeth away straightway forgetteth manner man was But looketh perfect law   law   liberty   so   continueth being not hearer forgetteth doer worketh man be blessed doing If man thinketh be religious bridleth not tongue deceiveth heart man religion is vain Pure religion undefiled God Father is visit fatherless widows affliction     keep unspotted world 
1146,James,2,brethren hold not faith Lord Jesus Christ   Lord   glory respect persons For come synagogue man gold ring fine clothing there come also poor man vile clothing ye have regard weareth fine clothing say Sit thou here good place ye say poor man Stand thou there sit footstool do not make distinctions yourselves become judges evil thoughts Hearken beloved brethren did not God choose are poor world   be   rich faith heirs kingdom promised love ye have dishonored poor man Do not rich oppress drag judgment seats Do not blaspheme honorable name ye are called Howbeit ye fulfil royal law according scripture Thou shalt love thy neighbor thyself ye do well ye have respect persons commit sin being convicted law transgressors For keep whole law yet stumble one   point   is become guilty all For said Do not commit adultery said also Do not kill Now thou dost not commit adultery killest thou art become transgressor law So speak ye so do men are be judged law liberty For judgment   is   mercy hath showed mercy mercy glorieth doth profit brethren man say hath faith have not works faith save brother sister be naked lack daily food one say Go peace be ye warmed filled yet ye give not things needful body doth profit Even so faith have not works is dead itself Yea man say Thou hast faith have works show thy faith apart   thy   works works show thee     faith Thou believest God is one thou doest well demons also believe shudder But wilt thou know O vain man faith apart works is barren Was not Abraham father justified works offered Isaac son altar Thou seest faith wrought works works was faith made perfect scripture was fulfilled saith Abraham believed God was reckoned righteousness was called friend God Ye see works man is justified not only faith And like manner was not also Rahab harlot justified works received messengers sent way body apart spirit is dead even so faith apart works is dead 
1147,James,3,Be not many     teachers brethren knowing receive heavier judgment For many things stumble stumbleth not word same is perfect man able bridle whole body also Now put horses bridles mouths obey turn whole body also Behold ships also are so great are driven rough winds are yet turned very small rudder impulse steersman willeth So tongue also is little member boasteth great things Behold much wood is kindled small fire tongue is fire world iniquity members is tongue defileth whole body setteth fire wheel nature is set fire hell For kind beasts birds creeping things things sea is tamed hath been tamed mankind But tongue man tame is   restless evil   is   full deadly poison Therewith bless Lord Father therewith curse men are made likeness God same mouth cometh forth blessing cursing brethren things not so be Doth fountain send forth same opening sweet   water   bitter fig tree brethren yield olives vine figs     salt water yield sweet Who is wise understanding let show good life works meekness wisdom But ye have bitter jealousy faction heart glory not lie not truth This wisdom is not   wisdom   cometh is earthly sensual devilish For jealousy faction are is confusion vile deed But wisdom is above is first pure then peaceable gentle easy be entreated full mercy good fruits variance fruit righteousness is sown peace make peace 
1148,James,4,Whence   come   wars whence   come   fightings   come   not hence   even   pleasures war members Ye lust have not ye kill covet not obtain ye fight war ye have not ye ask not Ye ask receive not ye ask amiss ye spend     pleasures Ye adulteresses know ye not friendship world is enmity God therefore be friend world maketh enemy God Or think ye scripture speaketh vain Doth spirit made dwell long unto envying giveth more grace scripture   saith God resisteth proud giveth grace humble Be subject therefore unto God resist devil flee you Draw nigh God draw nigh Cleanse hands ye sinners purify hearts doubleminded Be afflicted mourn weep let laughter be turned mourning joy heaviness Humble yourselves sight Lord exalt not one brethren speaketh brother judgeth brother speaketh law judgeth law thou judgest law thou art not doer law judge One   only   is lawgiver judge   even   is able save destroy art thou judgest thy neighbor Come now ye say To day to morrow go city spend year there trade get gain whereas ye know not be morrow is life ye are vapor appeareth little time then vanisheth ye say Lord live do that But now ye glory vauntings such glorying is evil To therefore knoweth do good doeth not is sin 
1149,James,5,Come now rich weep howl miseries are coming you Your riches are corrupted garments are moth eaten Your gold silver are rusted rust be testimony eat flesh fire Ye have laid treasure last days Behold hire laborers mowed fields is kept back fraud crieth cries reaped have entered ears Lord Sabaoth Ye have lived delicately earth taken pleasure have nourished hearts day slaughter Ye have condemned ye have killed righteous   one   doth not resist you Be patient therefore brethren coming Lord Behold husbandman waiteth precious fruit earth being patient receive early latter rain Be ye also patient establish hearts coming Lord is hand Murmur not brethren one ye be not judged behold judge standeth doors Take brethren example suffering patience prophets spake name Lord Behold call blessed endured ye have heard patience Job have seen end Lord Lord is full pity merciful But things brethren swear not heaven earth other oath let yea be yea nay nay ye fall not judgment Is suffering Let pray Is cheerful Let sing sick Let call elders church let pray anointing oil name Lord prayer faith save is sick Lord raise have committed sins be forgiven him Confess therefore sins one pray one ye be healed supplication righteous man availeth much working Elijah was man like passions prayed fervently not rain rained not earth three years six months And prayed again heaven gave rain earth brought forth fruit My brethren err truth one convert let know converteth sinner error way save soul death cover multitude sins 
1150,1 Peter,1,Peter apostle Jesus Christ elect are sojourners Dispersion Pontus Galatia Cappadocia Asia Bithynia according foreknowledge God Father sanctification Spirit unto obedience sprinkling blood Jesus Christ Grace peace be multiplied Blessed   be   God Father Lord Jesus Christ according great mercy begat again living hope resurrection Jesus Christ dead inheritance incorruptible undefiled fadeth not away reserved heaven power God are guarded faith salvation ready be revealed last time Wherein ye greatly rejoice though now little while need be have been put grief manifold trials proof faith   being   more precious gold perisheth is proved fire be found unto praise glory honor revelation Jesus Christ not having seen ye love though now ye see not yet believing ye rejoice greatly joy unspeakable full glory receiving end faith   even   salvation     souls Concerning salvation prophets sought searched diligently prophesied grace   come   searching   time   manner time Spirit Christ was did point unto testified beforehand sufferings Christ glories follow them To was revealed not unto did minister things now have been announced preached gospel Holy Spirit sent forth heaven things angels desire look into Wherefore girding loins mind be sober set hope perfectly grace is be brought revelation Jesus Christ children obedience not fashioning yourselves according former lusts   time ignorance called is holy be ye yourselves also holy manner living is written Ye be holy am holy And ye call Father respect persons judgeth according man work pass time sojourning fear knowing ye were redeemed not corruptible things silver gold vain manner life handed fathers precious blood lamb spot   even blood   Christ was foreknown indeed foundation world was manifested end times sake are believers God raised dead gave glory faith hope be God Seeing ye have purified souls obedience truth unto unfeigned love brethren love one heart fervently having been begotten again not corruptible seed incorruptible word God liveth abideth For flesh is grass glory thereof flower grass grass withereth flower falleth word Lord abideth ever is word good tidings was preached 
1151,1 Peter,2,Putting away therefore wickedness guile hypocrisies envies evil speakings newborn babes long spiritual milk is guile ye grow thereby unto salvation ye have tasted Lord is gracious unto coming living stone rejected indeed men God elect precious ye also living stones are built spiritual house be holy priesthood offer spiritual sacrifices acceptable God Jesus Christ Because is contained scripture Behold lay Zion chief corner stone elect precious believeth not be put shame For therefore believe is preciousness such disbelieve stone builders rejected same was made head corner A stone stumbling rock offence stumble word being disobedient whereunto also were appointed But ye are elect race royal priesthood holy nation people   God   own possession ye show excellencies called darkness marvellous light time past were people now are people God had not obtained mercy now have obtained mercy Beloved beseech sojourners pilgrims abstain fleshly lusts war soul having behavior seemly Gentiles speak evil doers good works behold glorify God day visitation Be subject ordinance man Lord sake king supreme unto governors sent vengeance evil doers praise do so is God well doing ye put silence ignorance foolish men free not using freedom cloak wickedness bondservants God Honor men Love brotherhood Fear God Honor king Servants   be   subjection masters fear not only good gentle also froward For is acceptable conscience God man endureth griefs suffering glory is ye sin are buffeted   ye take patiently ye do well suffer     ye take patiently is acceptable God For hereunto were ye called Christ also suffered leaving example ye follow steps did sin was guile found mouth was reviled reviled not again suffered threatened not committed     judgeth righteously own self sins body tree having died unto sins live unto righteousness stripes ye were healed For ye were going astray sheep are now returned Shepherd Bishop souls 
